SID,DATE,DESCRIPTION,DETAILS
SC01704894,02/11/2019,POSSESSION OF CONTRABAND,"LOSS OF PROPERTY PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS"
SC01704894,02/11/2019,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 190 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 190 DAYS,LOSS OF VISITATION PRIVILEGES FOR 190 DAYS"
SC01704894,02/11/2019,POSSESSION OF A NEGOTIABLE INSTRUMENT,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01704894,08/02/2016,DISORDERLY CONDUCT,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF VISITATION PRIVILEGES FOR 30 DAYS"
SC01704894,08/02/2016,OUT OF PLACE,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF VISITATION PRIVILEGES FOR 30 DAYS"
SC01704894,08/02/2016,STRIKING AN EMPLOYEE WITH/WITHOUT WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01704894,08/01/2016,"DAMAGE,DESTROY,PROP.VALUE AT $100./MORE","LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01704894,07/08/2016,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC01704894,03/30/2016,"DAMAGE,DESTROY,PROP.VALUE AT $100./MORE","LOSS OF CANTEEN PRIVILEGES FOR 135 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF PROPERTY PRIVILEGES FOR 180 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 135 DAYS,LOSS OF VISITATION PRIVILEGES FOR 135 DAYS"
SC01704894,07/16/2015,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 365 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01704894,01/29/2013,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 9 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 168 DAYS,DISC. DETENTION FOR 159 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 168 DAYS,LOSS OF VISITATION PRIVILEGES FOR 1 DAYS"
SC01704894,01/29/2013,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 540 DAYS,DISC. DETENTION FOR 180 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 540 DAYS,LOSS OF VISITATION PRIVILEGES FOR 1 DAYS"
SC01631964,06/07/2023,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF GOOD TIME: 30 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01631964,02/17/2023,INCITING/CREATING A DISTURBANCE,"LOSS OF GOOD TIME: 30 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 45 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 45 DAYS,LOSS OF VISITATION PRIVILEGES FOR 45 DAYS"
SC01631964,08/04/2022,"SOLICIT EMPLOYEE,I/M,VIOLATE SCDC RULE","LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF VISITATION PRIVILEGES FOR 30 DAYS"
SC01631964,06/28/2021,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 110 DAYS,DISC. DETENTION FOR 20 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 110 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 110 DAYS"
SC01631964,02/15/2018,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 75 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 75 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 75 DAYS"
SC01631964,09/25/2017,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 140 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 140 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 140 DAYS"
SC01631964,02/14/2017,"DAMAGE,DESTROY,PROP.VALUE AT $100./MORE","LOSS OF CANTEEN PRIVILEGES FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 45 DAYS,LOSS OF VISITATION PRIVILEGES FOR 45 DAYS"
SC01631964,04/18/2016,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 110 DAYS,DISC. DETENTION FOR 20 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 110 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 110 DAYS"
SC01631964,03/28/2016,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 160 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 160 DAYS,DISC. DETENTION FOR 4 DAYS,DISC. DETENTION FOR 40 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 160 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 160 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 160 DAYS,LOSS OF VISITATION PRIVILEGES FOR 160 DAYS"
SC01631964,07/24/2015,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 125 DAYS,DISC. DETENTION FOR 20 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 125 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 365 DAYS,LOSS OF VISITATION PRIVILEGES FOR 125 DAYS"
SC01631964,04/01/2015,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 100 DAYS,DISC. DETENTION FOR 10 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 100 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 365 DAYS,LOSS OF VISITATION PRIVILEGES FOR 100 DAYS"
SC01631964,09/04/2014,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,
SC01631964,07/31/2014,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","DISC. DETENTION FOR 66 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 156 DAYS"
SC01631964,04/29/2014,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 156 DAYS,DISC. DETENTION FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 156 DAYS,LOSS OF VISITATION PRIVILEGES FOR 156 DAYS"
SC01631964,04/16/2014,EVADING A SECURITY DEVICE,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS,LOSS OF VISITATION PRIVILEGES FOR 30 DAYS"
SC01117458,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC01519913,02/02/2022,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC01519913,02/02/2022,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC02362084,07/04/2023,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC02362084,06/28/2023,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC02362084,04/26/2023,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,LOSS OF GOOD TIME: 60 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC02362084,03/22/2023,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC02362084,03/19/2023,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC02362084,01/02/2023,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC02362084,11/29/2022,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC02362084,11/22/2022,"DAMAGE,DESTROY PROP. VALUED LESS $100.","LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS"
SC02362084,11/22/2022,STRIKING AN EMPLOYEE WITH/WITHOUT WEAPON,"LOSS OF GOOD TIME: 45 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 141 DAYS,DISC. DETENTION FOR 21 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 141 DAYS,LOSS OF VISITATION PRIVILEGES FOR 141 DAYS"
SC02362084,10/31/2022,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF GOOD TIME: 60 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC02362084,10/26/2022,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC02362084,10/17/2022,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC02362084,10/05/2022,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC02362084,09/18/2022,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC02362084,07/19/2022,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC02362084,06/30/2022,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC02362084,06/27/2022,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC02362084,06/27/2022,DISRESPECT,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS"
SC02362084,05/15/2022,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC02362084,02/23/2022,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC02362084,01/26/2022,DISRESPECT,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS"
SC02362084,01/26/2022,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 50 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC02362084,11/17/2021,DISRESPECT,LOSS OF TELEPHONE PRIVILEGES FOR 15 DAYS
SC02362084,08/26/2021,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 40 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC02362084,06/29/2021,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 186 DAYS,DISC. DETENTION FOR 6 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 186 DAYS,LOSS OF VISITATION PRIVILEGES FOR 186 DAYS"
SC02362084,06/05/2021,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 210 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 210 DAYS,LOSS OF VISITATION PRIVILEGES FOR 210 DAYS"
SC02362084,05/27/2021,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 40 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC02362084,04/30/2021,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 210 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 210 DAYS,LOSS OF VISITATION PRIVILEGES FOR 210 DAYS"
SC02362084,04/29/2021,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 210 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 210 DAYS,LOSS OF VISITATION PRIVILEGES FOR 210 DAYS"
SC02362084,04/29/2021,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 210 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 210 DAYS,LOSS OF VISITATION PRIVILEGES FOR 210 DAYS"
SC02362084,03/08/2021,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC02362084,02/04/2021,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 180 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC02362084,01/03/2021,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 20 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 210 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 210 DAYS,LOSS OF VISITATION PRIVILEGES FOR 210 DAYS"
SC02362084,12/31/2020,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 20 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 210 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 210 DAYS,LOSS OF VISITATION PRIVILEGES FOR 210 DAYS"
SC02362084,11/29/2020,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 40 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC02362084,11/20/2020,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 210 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 210 DAYS,LOSS OF VISITATION PRIVILEGES FOR 210 DAYS"
SC02362084,09/09/2020,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 195 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 195 DAYS,LOSS OF VISITATION PRIVILEGES FOR 195 DAYS"
SC02362084,08/27/2020,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC02362084,08/09/2020,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 180 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC02362084,08/05/2020,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 165 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 165 DAYS,LOSS OF VISITATION PRIVILEGES FOR 165 DAYS"
SC02000905,11/05/2021,POSSESSION OF CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF VISITATION PRIVILEGES FOR 30 DAYS"
SC02000905,03/10/2020,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC02000905,03/10/2020,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC02000905,03/10/2020,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC02000905,08/12/2017,SMUGGLING/CONSPIRACY SMUGGLE CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 60 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 60 DAYS"
SC02000905,08/12/2017,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC02000905,03/26/2016,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 130 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 130 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 130 DAYS"
SC02000905,03/14/2016,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC02000905,09/25/2015,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC02000905,10/16/2014,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT",LOSS OF TELEVISION PRIVILEGES FOR 40 DAYS
SC02000905,08/27/2014,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT",DISC. DETENTION FOR 108 DAYS
SC02000905,10/02/2013,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 360 DAYS,DISC. DETENTION FOR 180 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 360 DAYS"
SC02000905,10/02/2013,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 108 DAYS,DISC. DETENTION FOR 180 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 108 DAYS,LOSS OF VISITATION PRIVILEGES FOR 108 DAYS"
SC00595455,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC02252698,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC02121213,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC00880653,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC01829477,06/23/2023,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 9 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC01829477,03/27/2023,UNAUTHORIZED USE OF AN I/M'S PIN,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 30 DAYS"
SC01829477,03/27/2023,POSSESSION OF CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF VISITATION PRIVILEGES FOR 30 DAYS"
